spatial,temporal,interest,observation,reference
Zacatecas.Zacatecas,2021,Mujeres.45_64.U071,-,10K
Zacatecas.Zacatecas,2021,Hombres.45_64.U072,-,10K
Zacatecas.Zacatecas,2021,Mujeres.45_64.U072,-,10K
Aguascalientes.Aguascalientes,2022,Hombres.45_64.U071,-,10K
Aguascalientes.Aguascalientes,2022,Hombres.45_64.U072,-,10K
Aguascalientes.Jesús María,2022,Mujeres.45_64.U071,-,10K
Aguascalientes.Jesús María,2022,Mujeres.45_64.U072,-,10K
Baja California.Ensenada,2022,Hombres.45_64.U071,-,10K
Baja California.Ensenada,2022,Mujeres.45_64.U071,-,10K
Baja California.Ensenada,2022,Hombres.45_64.U072,-,10K
Baja California.Ensenada,2022,Mujeres.45_64.U072,-,10K
Baja California.Tecate,2022,Hombres.45_64.U071,-,10K
Baja California.Tecate,2022,Mujeres.45_64.U071,-,10K
Baja California.Tecate,2022,Hombres.45_64.U072,-,10K
Baja California.Playas de Rosarito,2022,Hombres.45_64.U071,-,10K
Baja California.Playas de Rosarito,2022,Hombres.45_64.U072,-,10K
Baja California Sur.Comondú,2022,Mujeres.45_64.U071,-,10K
Baja California Sur.Comondú,2022,Mujeres.45_64.U072,-,10K
Baja California Sur.La Paz,2022,Hombres.45_64.U071,-,10K
Baja California Sur.La Paz,2022,Mujeres.45_64.U071,-,10K
Baja California Sur.La Paz,2022,Hombres.45_64.U072,-,10K
Baja California Sur.La Paz,2022,Mujeres.45_64.U072,-,10K
Baja California Sur.Los Cabos,2022,Hombres.45_64.U071,-,10K
Baja California Sur.Los Cabos,2022,Mujeres.45_64.U071,-,10K
Baja California Sur.Los Cabos,2022,Hombres.45_64.U072,-,10K
Baja California Sur.Los Cabos,2022,Mujeres.45_64.U072,-,10K
Campeche.Campeche,2022,Hombres.45_64.U071,-,10K
Campeche.Campeche,2022,Mujeres.45_64.U071,-,10K
Campeche.Campeche,2022,Hombres.45_64.U072,-,10K
Campeche.Campeche,2022,Mujeres.45_64.U072,-,10K
Campeche.Carmen,2022,Hombres.45_64.U071,-,10K
Campeche.Carmen,2022,Mujeres.45_64.U071,-,10K
Campeche.Carmen,2022,Hombres.45_64.U072,-,10K
Coahuila de Zaragoza.Acuña,2022,Hombres.45_64.U071,-,10K
Coahuila de Zaragoza.Acuña,2022,Mujeres.45_64.U071,-,10K
Coahuila de Zaragoza.Acuña,2022,Hombres.45_64.U072,-,10K
Coahuila de Zaragoza.Monclova,2022,Hombres.45_64.U071,-,10K
Coahuila de Zaragoza.Monclova,2022,Mujeres.45_64.U071,-,10K
Coahuila de Zaragoza.Monclova,2022,Hombres.45_64.U072,-,10K
Coahuila de Zaragoza.Piedras Negras,2022,Hombres.45_64.U071,-,10K
Coahuila de Zaragoza.Piedras Negras,2022,Mujeres.45_64.U071,-,10K
Coahuila de Zaragoza.Piedras Negras,2022,Hombres.45_64.U072,-,10K
Coahuila de Zaragoza.Saltillo,2022,Hombres.45_64.U071,-,10K
Coahuila de Zaragoza.Saltillo,2022,Mujeres.45_64.U071,-,10K
Coahuila de Zaragoza.Saltillo,2022,Hombres.45_64.U072,-,10K
Coahuila de Zaragoza.Saltillo,2022,Mujeres.45_64.U072,-,10K
Coahuila de Zaragoza.San Pedro,2022,Hombres.45_64.U071,-,10K
Coahuila de Zaragoza.San Pedro,2022,Hombres.45_64.U072,-,10K
Coahuila de Zaragoza.Torreón,2022,Hombres.45_64.U071,-,10K
Coahuila de Zaragoza.Torreón,2022,Mujeres.45_64.U071,-,10K
Coahuila de Zaragoza.Torreón,2022,Hombres.45_64.U072,-,10K
Colima.Colima,2022,Hombres.45_64.U071,-,10K
Colima.Colima,2022,Mujeres.45_64.U071,-,10K
Colima.Colima,2022,Mujeres.45_64.U072,-,10K
Colima.Manzanillo,2022,Hombres.45_64.U071,-,10K
Colima.Manzanillo,2022,Mujeres.45_64.U071,-,10K
Colima.Manzanillo,2022,Hombres.45_64.U072,-,10K
Colima.Manzanillo,2022,Mujeres.45_64.U072,-,10K
Colima.Tecomán,2022,Hombres.45_64.U071,-,10K
Colima.Tecomán,2022,Mujeres.45_64.U071,-,10K
Colima.Villa de Álvarez,2022,Hombres.45_64.U071,-,10K
Colima.Villa de Álvarez,2022,Mujeres.45_64.U071,-,10K
Colima.Villa de Álvarez,2022,Hombres.45_64.U072,-,10K
Colima.Villa de Álvarez,2022,Mujeres.45_64.U072,-,10K
Chiapas.Comitán de Domínguez,2022,Hombres.45_64.U071,-,10K
Chiapas.Comitán de Domínguez,2022,Hombres.45_64.U072,-,10K
Chiapas.Comitán de Domínguez,2022,Mujeres.45_64.U072,-,10K
Chiapas.San Cristóbal de las Casas,2022,Hombres.45_64.U071,-,10K
Chiapas.Tapachula,2022,Hombres.45_64.U071,-,10K
Chiapas.Tapachula,2022,Mujeres.45_64.U071,-,10K
Chiapas.Tapachula,2022,Hombres.45_64.U072,-,10K
Chiapas.Tapachula,2022,Mujeres.45_64.U072,-,10K
Chiapas.Tonalá,2022,Mujeres.45_64.U071,-,10K
Chiapas.Tonalá,2022,Mujeres.45_64.U072,-,10K
Chiapas.Tuxtla Gutiérrez,2022,Hombres.45_64.U071,-,10K
Chiapas.Tuxtla Gutiérrez,2022,Mujeres.45_64.U071,-,10K
Chiapas.Tuxtla Gutiérrez,2022,Hombres.45_64.U072,-,10K
Chiapas.Tuxtla Gutiérrez,2022,Mujeres.45_64.U072,-,10K
Chihuahua.Cuauhtémoc,2022,Hombres.45_64.U071,-,10K
Chihuahua.Cuauhtémoc,2022,Mujeres.45_64.U071,-,10K
Chihuahua.Cuauhtémoc,2022,Hombres.45_64.U072,-,10K
Chihuahua.Delicias,2022,Hombres.45_64.U071,-,10K
Chihuahua.Delicias,2022,Mujeres.45_64.U071,-,10K
Chihuahua.Delicias,2022,Hombres.45_64.U072,-,10K
Chihuahua.Delicias,2022,Mujeres.45_64.U072,-,10K
Chihuahua.Hidalgo del Parral,2022,Hombres.45_64.U071,-,10K
Chihuahua.Hidalgo del Parral,2022,Mujeres.45_64.U071,-,10K
Chihuahua.Hidalgo del Parral,2022,Hombres.45_64.U072,-,10K
Chihuahua.Hidalgo del Parral,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Azcapotzalco,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Azcapotzalco,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Azcapotzalco,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Azcapotzalco,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Coyoacán,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Coyoacán,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Coyoacán,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Coyoacán,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Cuajimalpa de Morelos,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Cuajimalpa de Morelos,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Cuajimalpa de Morelos,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Iztacalco,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Iztacalco,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Iztacalco,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Iztacalco,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.La Magdalena Contreras,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Milpa Alta,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Milpa Alta,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Milpa Alta,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Álvaro Obregón,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Álvaro Obregón,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Tláhuac,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Tláhuac,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Tláhuac,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Tláhuac,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Tlalpan,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Tlalpan,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Tlalpan,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Tlalpan,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Xochimilco,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Xochimilco,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Xochimilco,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Benito Juárez,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Benito Juárez,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Benito Juárez,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Benito Juárez,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Cuauhtémoc,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Cuauhtémoc,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Cuauhtémoc,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Cuauhtémoc,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Miguel Hidalgo,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Miguel Hidalgo,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Miguel Hidalgo,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Miguel Hidalgo,2022,Mujeres.45_64.U072,-,10K
Ciudad de M�xico.Venustiano Carranza,2022,Hombres.45_64.U071,-,10K
Ciudad de M�xico.Venustiano Carranza,2022,Mujeres.45_64.U071,-,10K
Ciudad de M�xico.Venustiano Carranza,2022,Hombres.45_64.U072,-,10K
Ciudad de M�xico.Venustiano Carranza,2022,Mujeres.45_64.U072,-,10K
Durango.Durango,2022,Hombres.45_64.U071,-,10K
Durango.Durango,2022,Mujeres.45_64.U071,-,10K
Durango.Durango,2022,Hombres.45_64.U072,-,10K
Durango.Durango,2022,Mujeres.45_64.U072,-,10K
Durango.Gómez Palacio,2022,Hombres.45_64.U071,-,10K
Durango.Gómez Palacio,2022,Mujeres.45_64.U071,-,10K
Durango.Gómez Palacio,2022,Hombres.45_64.U072,-,10K
Durango.Gómez Palacio,2022,Mujeres.45_64.U072,-,10K
Durango.Lerdo,2022,Hombres.45_64.U071,-,10K
Durango.Lerdo,2022,Hombres.45_64.U072,-,10K
Guanajuato.Acámbaro,2022,Hombres.45_64.U071,-,10K
Guanajuato.Acámbaro,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Acámbaro,2022,Hombres.45_64.U072,-,10K
Guanajuato.San Miguel de Allende,2022,Hombres.45_64.U071,-,10K
Guanajuato.San Miguel de Allende,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Celaya,2022,Hombres.45_64.U071,-,10K
Guanajuato.Celaya,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Celaya,2022,Mujeres.45_64.U072,-,10K
Guanajuato.Dolores Hidalgo Cuna de la Independencia Nacional,2022,Hombres.45_64.U071,-,10K
Guanajuato.Dolores Hidalgo Cuna de la Independencia Nacional,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Guanajuato,2022,Hombres.45_64.U071,-,10K
Guanajuato.Guanajuato,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Irapuato,2022,Hombres.45_64.U071,-,10K
Guanajuato.Irapuato,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Pénjamo,2022,Hombres.45_64.U071,-,10K
Guanajuato.Pénjamo,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Salamanca,2022,Hombres.45_64.U071,-,10K
Guanajuato.Salamanca,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Salamanca,2022,Mujeres.45_64.U072,-,10K
Guanajuato.Salvatierra,2022,Hombres.45_64.U071,-,10K
Guanajuato.Salvatierra,2022,Mujeres.45_64.U071,-,10K
Guanajuato.San Felipe,2022,Mujeres.45_64.U071,-,10K
Guanajuato.San Francisco del Rincón,2022,Mujeres.45_64.U071,-,10K
Guanajuato.San Francisco del Rincón,2022,Mujeres.45_64.U072,-,10K
Guanajuato.San Luis de la Paz,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Silao de la Victoria,2022,Hombres.45_64.U071,-,10K
Guanajuato.Silao de la Victoria,2022,Mujeres.45_64.U071,-,10K
Guanajuato.Valle de Santiago,2022,Hombres.45_64.U071,-,10K
Guanajuato.Valle de Santiago,2022,Mujeres.45_64.U071,-,10K
Guerrero.Acapulco de Juárez,2022,Hombres.45_64.U071,-,10K
Guerrero.Acapulco de Juárez,2022,Mujeres.45_64.U071,-,10K
Guerrero.Acapulco de Juárez,2022,Hombres.45_64.U072,-,10K
Guerrero.Acapulco de Juárez,2022,Mujeres.45_64.U072,-,10K
Guerrero.Acapulco de Juárez,2022,Hombres.45_64.U109,-,10K
Guerrero.Acapulco de Juárez,2022,Mujeres.45_64.U109,-,10K
Guerrero.Chilpancingo de los Bravo,2022,Hombres.45_64.U071,-,10K
Guerrero.Chilpancingo de los Bravo,2022,Mujeres.45_64.U071,-,10K
Guerrero.Iguala de la Independencia,2022,Hombres.45_64.U071,-,10K
Guerrero.Iguala de la Independencia,2022,Mujeres.45_64.U071,-,10K
Guerrero.Iguala de la Independencia,2022,Mujeres.45_64.U072,-,10K
Guerrero.Zihuatanejo de Azueta,2022,Mujeres.45_64.U071,-,10K
Guerrero.Zihuatanejo de Azueta,2022,Hombres.45_64.U072,-,10K
Guerrero.Taxco de Alarcón,2022,Mujeres.45_64.U071,-,10K
Hidalgo.Huejutla de Reyes,2022,Hombres.45_64.U071,-,10K
Hidalgo.Huejutla de Reyes,2022,Mujeres.45_64.U071,-,10K
Hidalgo.Huejutla de Reyes,2022,Hombres.45_64.U072,-,10K
Hidalgo.Ixmiquilpan,2022,Mujeres.45_64.U071,-,10K
Hidalgo.Pachuca de Soto,2022,Hombres.45_64.U071,-,10K
Hidalgo.Pachuca de Soto,2022,Mujeres.45_64.U071,-,10K
Hidalgo.Pachuca de Soto,2022,Hombres.45_64.U072,-,10K
Hidalgo.Pachuca de Soto,2022,Mujeres.45_64.U072,-,10K
Hidalgo.Tizayuca,2022,Hombres.45_64.U071,-,10K
Hidalgo.Tizayuca,2022,Mujeres.45_64.U071,-,10K
Hidalgo.Tula de Allende,2022,Hombres.45_64.U071,-,10K
Hidalgo.Tula de Allende,2022,Mujeres.45_64.U071,-,10K
Hidalgo.Tula de Allende,2022,Hombres.45_64.U072,-,10K
Hidalgo.Tula de Allende,2022,Mujeres.45_64.U072,-,10K
Hidalgo.Tulancingo de Bravo,2022,Hombres.45_64.U071,-,10K
Hidalgo.Tulancingo de Bravo,2022,Mujeres.45_64.U072,-,10K
Jalisco.Zapotlán el Grande,2022,Hombres.45_64.U071,-,10K
Jalisco.Zapotlán el Grande,2022,Mujeres.45_64.U071,-,10K
Jalisco.Lagos de Moreno,2022,Hombres.45_64.U071,-,10K
Jalisco.Lagos de Moreno,2022,Mujeres.45_64.U071,-,10K
Jalisco.Lagos de Moreno,2022,Hombres.45_64.U072,-,10K
Jalisco.Ocotlán,2022,Hombres.45_64.U071,-,10K
Jalisco.Ocotlán,2022,Mujeres.45_64.U071,-,10K
Jalisco.Ocotlán,2022,Mujeres.45_64.U072,-,10K
Jalisco.Puerto Vallarta,2022,Hombres.45_64.U071,-,10K
Jalisco.Puerto Vallarta,2022,Mujeres.45_64.U071,-,10K
Jalisco.El Salto,2022,Hombres.45_64.U071,-,10K
Jalisco.El Salto,2022,Mujeres.45_64.U071,-,10K
Jalisco.Tepatitlán de Morelos,2022,Hombres.45_64.U071,-,10K
Jalisco.Tepatitlán de Morelos,2022,Mujeres.45_64.U071,-,10K
Jalisco.Tlajomulco de Zúñiga,2022,Hombres.45_64.U071,-,10K
Jalisco.Tlajomulco de Zúñiga,2022,Mujeres.45_64.U071,-,10K
Jalisco.Tlajomulco de Zúñiga,2022,Hombres.45_64.U072,-,10K
Jalisco.Tlajomulco de Zúñiga,2022,Mujeres.45_64.U072,-,10K
Jalisco.San Pedro Tlaquepaque,2022,Hombres.45_64.U071,-,10K
Jalisco.San Pedro Tlaquepaque,2022,Mujeres.45_64.U071,-,10K
Jalisco.San Pedro Tlaquepaque,2022,Hombres.45_64.U072,-,10K
Jalisco.San Pedro Tlaquepaque,2022,Mujeres.45_64.U072,-,10K
Jalisco.Tonalá,2022,Hombres.45_64.U071,-,10K
Jalisco.Tonalá,2022,Mujeres.45_64.U071,-,10K
Jalisco.Tonalá,2022,Hombres.45_64.U072,-,10K
Jalisco.Tonalá,2022,Mujeres.45_64.U072,-,10K
M�xico.Acolman,2022,Mujeres.45_64.U071,-,10K
M�xico.Atizapán de Zaragoza,2022,Hombres.45_64.U071,-,10K
M�xico.Atizapán de Zaragoza,2022,Mujeres.45_64.U071,-,10K
M�xico.Atizapán de Zaragoza,2022,Hombres.45_64.U072,-,10K
M�xico.Atlacomulco,2022,Mujeres.45_64.U071,-,10K
M�xico.Coacalco de Berriozábal,2022,Hombres.45_64.U071,-,10K
M�xico.Coacalco de Berriozábal,2022,Mujeres.45_64.U071,-,10K
M�xico.Cuautitlán,2022,Hombres.45_64.U071,-,10K
M�xico.Cuautitlán,2022,Mujeres.45_64.U071,-,10K
M�xico.Cuautitlán,2022,Hombres.45_64.U072,-,10K
M�xico.Cuautitlán,2022,Mujeres.45_64.U072,-,10K
M�xico.Chalco,2022,Hombres.45_64.U071,-,10K
M�xico.Chalco,2022,Mujeres.45_64.U071,-,10K
M�xico.Chalco,2022,Hombres.45_64.U072,-,10K
M�xico.Chicoloapan,2022,Mujeres.45_64.U071,-,10K
M�xico.Chicoloapan,2022,Hombres.45_64.U072,-,10K
M�xico.Chimalhuacán,2022,Hombres.45_64.U071,-,10K
M�xico.Chimalhuacán,2022,Mujeres.45_64.U071,-,10K
M�xico.Chimalhuacán,2022,Hombres.45_64.U072,-,10K
M�xico.Chimalhuacán,2022,Mujeres.45_64.U072,-,10K
M�xico.Huehuetoca,2022,Hombres.45_64.U072,-,10K
M�xico.Huixquilucan,2022,Hombres.45_64.U071,-,10K
M�xico.Huixquilucan,2022,Mujeres.45_64.U071,-,10K
M�xico.Ixtapaluca,2022,Hombres.45_64.U071,-,10K
M�xico.Ixtapaluca,2022,Mujeres.45_64.U071,-,10K
M�xico.Ixtapaluca,2022,Hombres.45_64.U072,-,10K
M�xico.Ixtlahuaca,2022,Hombres.45_64.U071,-,10K
M�xico.Ixtlahuaca,2022,Mujeres.45_64.U071,-,10K
M�xico.Ixtlahuaca,2022,Hombres.45_64.U072,-,10K
M�xico.Metepec,2022,Hombres.45_64.U071,-,10K
M�xico.Metepec,2022,Mujeres.45_64.U071,-,10K
M�xico.Metepec,2022,Hombres.45_64.U072,-,10K
M�xico.Metepec,2022,Mujeres.45_64.U072,-,10K
M�xico.Naucalpan de Juárez,2022,Hombres.45_64.U071,-,10K
M�xico.Naucalpan de Juárez,2022,Hombres.45_64.U072,-,10K
M�xico.Nicolás Romero,2022,Hombres.45_64.U071,-,10K
M�xico.Nicolás Romero,2022,Mujeres.45_64.U071,-,10K
M�xico.Nicolás Romero,2022,Hombres.45_64.U072,-,10K
M�xico.La Paz,2022,Hombres.45_64.U071,-,10K
M�xico.La Paz,2022,Mujeres.45_64.U071,-,10K
M�xico.La Paz,2022,Hombres.45_64.U072,-,10K
M�xico.La Paz,2022,Mujeres.45_64.U072,-,10K
M�xico.San Felipe del Progreso,2022,Mujeres.45_64.U071,-,10K
M�xico.Tecámac,2022,Hombres.45_64.U071,-,10K
M�xico.Tecámac,2022,Mujeres.45_64.U071,-,10K
M�xico.Tecámac,2022,Hombres.45_64.U072,-,10K
M�xico.Tecámac,2022,Mujeres.45_64.U072,-,10K
M�xico.Texcoco,2022,Hombres.45_64.U071,-,10K
M�xico.Texcoco,2022,Mujeres.45_64.U071,-,10K
M�xico.Texcoco,2022,Hombres.45_64.U072,-,10K
M�xico.Texcoco,2022,Mujeres.45_64.U072,-,10K
M�xico.Tlalnepantla de Baz,2022,Hombres.45_64.U071,-,10K
M�xico.Tlalnepantla de Baz,2022,Hombres.45_64.U072,-,10K
M�xico.Toluca,2022,Hombres.45_64.U071,-,10K
M�xico.Toluca,2022,Hombres.45_64.U072,-,10K
M�xico.Tultepec,2022,Mujeres.45_64.U072,-,10K
M�xico.Tultitlán,2022,Hombres.45_64.U071,-,10K
M�xico.Tultitlán,2022,Mujeres.45_64.U071,-,10K
M�xico.Tultitlán,2022,Hombres.45_64.U072,-,10K
M�xico.Tultitlán,2022,Mujeres.45_64.U072,-,10K
M�xico.Zinacantepec,2022,Hombres.45_64.U072,-,10K
M�xico.Zumpango,2022,Hombres.45_64.U071,-,10K
M�xico.Zumpango,2022,Mujeres.45_64.U071,-,10K
M�xico.Zumpango,2022,Hombres.45_64.U072,-,10K
M�xico.Zumpango,2022,Mujeres.45_64.U072,-,10K
M�xico.Cuautitlán Izcalli,2022,Hombres.45_64.U071,-,10K
M�xico.Cuautitlán Izcalli,2022,Mujeres.45_64.U071,-,10K
M�xico.Cuautitlán Izcalli,2022,Hombres.45_64.U072,-,10K
M�xico.Cuautitlán Izcalli,2022,Mujeres.45_64.U072,-,10K
M�xico.Valle de Chalco Solidaridad,2022,Hombres.45_64.U071,-,10K
M�xico.Valle de Chalco Solidaridad,2022,Mujeres.45_64.U071,-,10K
Michoac�n de Ocampo.Apatzingán,2022,Hombres.45_64.U071,-,10K
Michoac�n de Ocampo.Apatzingán,2022,Mujeres.45_64.U071,-,10K
Michoac�n de Ocampo.Apatzingán,2022,Hombres.45_64.U072,-,10K
Michoac�n de Ocampo.Apatzingán,2022,Mujeres.45_64.U072,-,10K
Michoac�n de Ocampo.Hidalgo,2022,Mujeres.45_64.U072,-,10K
Michoac�n de Ocampo.Lázaro Cárdenas,2022,Hombres.45_64.U071,-,10K
Michoac�n de Ocampo.Lázaro Cárdenas,2022,Mujeres.45_64.U071,-,10K
Michoac�n de Ocampo.Morelia,2022,Hombres.45_64.U071,-,10K
Michoac�n de Ocampo.Morelia,2022,Mujeres.45_64.U071,-,10K
Michoac�n de Ocampo.Morelia,2022,Hombres.45_64.U072,-,10K
Michoac�n de Ocampo.La Piedad,2022,Hombres.45_64.U071,-,10K
Michoac�n de Ocampo.La Piedad,2022,Mujeres.45_64.U071,-,10K
Michoac�n de Ocampo.La Piedad,2022,Mujeres.45_64.U072,-,10K
Michoac�n de Ocampo.Uruapan,2022,Hombres.45_64.U071,-,10K
Michoac�n de Ocampo.Uruapan,2022,Mujeres.45_64.U071,-,10K
Michoac�n de Ocampo.Zamora,2022,Hombres.45_64.U071,-,10K
Michoac�n de Ocampo.Zamora,2022,Mujeres.45_64.U071,-,10K
Michoac�n de Ocampo.Zamora,2022,Hombres.45_64.U072,-,10K
Michoac�n de Ocampo.Zamora,2022,Mujeres.45_64.U072,-,10K
Michoac�n de Ocampo.Zitácuaro,2022,Hombres.45_64.U071,-,10K
Michoac�n de Ocampo.Zitácuaro,2022,Mujeres.45_64.U071,-,10K
Michoac�n de Ocampo.Zitácuaro,2022,Hombres.45_64.U072,-,10K
Morelos.Cuautla,2022,Hombres.45_64.U071,-,10K
Morelos.Cuautla,2022,Mujeres.45_64.U071,-,10K
Morelos.Cuautla,2022,Hombres.45_64.U072,-,10K
Morelos.Cuautla,2022,Mujeres.45_64.U072,-,10K
Morelos.Cuernavaca,2022,Hombres.45_64.U071,-,10K
Morelos.Cuernavaca,2022,Mujeres.45_64.U071,-,10K
Morelos.Cuernavaca,2022,Hombres.45_64.U072,-,10K
Morelos.Cuernavaca,2022,Mujeres.45_64.U072,-,10K
Morelos.Emiliano Zapata,2022,Mujeres.45_64.U071,-,10K
Morelos.Emiliano Zapata,2022,Mujeres.45_64.U072,-,10K
Morelos.Jiutepec,2022,Hombres.45_64.U071,-,10K
Morelos.Temixco,2022,Hombres.45_64.U071,-,10K
Morelos.Temixco,2022,Hombres.45_64.U072,-,10K
Morelos.Yautepec,2022,Hombres.45_64.U072,-,10K
Morelos.Yautepec,2022,Mujeres.45_64.U072,-,10K
Nayarit.Santiago Ixcuintla,2022,Hombres.45_64.U071,-,10K
Nayarit.Santiago Ixcuintla,2022,Mujeres.45_64.U071,-,10K
Nayarit.Tepic,2022,Hombres.45_64.U071,-,10K
Nayarit.Tepic,2022,Mujeres.45_64.U071,-,10K
Nayarit.Bahía de Banderas,2022,Hombres.45_64.U071,-,10K
Nayarit.Bahía de Banderas,2022,Mujeres.45_64.U071,-,10K
Nuevo Le�n.Apodaca,2022,Hombres.45_64.U071,-,10K
Nuevo Le�n.Apodaca,2022,Mujeres.45_64.U071,-,10K
Nuevo Le�n.Apodaca,2022,Hombres.45_64.U072,-,10K
Nuevo Le�n.Apodaca,2022,Mujeres.45_64.U072,-,10K
Nuevo Le�n.Cadereyta Jiménez,2022,Hombres.45_64.U071,-,10K
Nuevo Le�n.Cadereyta Jiménez,2022,Mujeres.45_64.U071,-,10K
Nuevo Le�n.García,2022,Hombres.45_64.U071,-,10K
Nuevo Le�n.García,2022,Hombres.45_64.U072,-,10K
Nuevo Le�n.General Escobedo,2022,Mujeres.45_64.U071,-,10K
Nuevo Le�n.General Escobedo,2022,Hombres.45_64.U072,-,10K
Nuevo Le�n.General Escobedo,2022,Mujeres.45_64.U072,-,10K
Nuevo Le�n.Guadalupe,2022,Hombres.45_64.U071,-,10K
Nuevo Le�n.Guadalupe,2022,Mujeres.45_64.U071,-,10K
Nuevo Le�n.Guadalupe,2022,Hombres.45_64.U072,-,10K
Nuevo Le�n.Guadalupe,2022,Mujeres.45_64.U072,-,10K
Nuevo Le�n.Juárez,2022,Hombres.45_64.U071,-,10K
Nuevo Le�n.Juárez,2022,Hombres.45_64.U072,-,10K
Nuevo Le�n.Juárez,2022,Mujeres.45_64.U072,-,10K
Nuevo Le�n.San Nicolás de los Garza,2022,Hombres.45_64.U071,-,10K
Nuevo Le�n.San Nicolás de los Garza,2022,Mujeres.45_64.U071,-,10K
Nuevo Le�n.San Nicolás de los Garza,2022,Hombres.45_64.U072,-,10K
Nuevo Le�n.San Nicolás de los Garza,2022,Mujeres.45_64.U072,-,10K
Nuevo Le�n.Santa Catarina,2022,Hombres.45_64.U072,-,10K
Nuevo Le�n.Santa Catarina,2022,Mujeres.45_64.U072,-,10K
Oaxaca.Heroica Ciudad de Juchitán de Zaragoza,2022,Hombres.45_64.U071,-,10K
Oaxaca.Heroica Ciudad de Juchitán de Zaragoza,2022,Mujeres.45_64.U071,-,10K
Oaxaca.Heroica Ciudad de Juchitán de Zaragoza,2022,Hombres.45_64.U072,-,10K
Oaxaca.Heroica Ciudad de Juchitán de Zaragoza,2022,Mujeres.45_64.U072,-,10K
Oaxaca.Oaxaca de Juárez,2022,Hombres.45_64.U071,-,10K
Oaxaca.Oaxaca de Juárez,2022,Mujeres.45_64.U071,-,10K
Oaxaca.Oaxaca de Juárez,2022,Hombres.45_64.U072,-,10K
Oaxaca.Oaxaca de Juárez,2022,Mujeres.45_64.U072,-,10K
Oaxaca.Salina Cruz,2022,Hombres.45_64.U071,-,10K
Oaxaca.Salina Cruz,2022,Mujeres.45_64.U071,-,10K
Oaxaca.Salina Cruz,2022,Hombres.45_64.U072,-,10K
Oaxaca.San Juan Bautista Tuxtepec,2022,Hombres.45_64.U071,-,10K
Oaxaca.San Juan Bautista Tuxtepec,2022,Mujeres.45_64.U071,-,10K
Oaxaca.San Juan Bautista Tuxtepec,2022,Hombres.45_64.U072,-,10K
